Ticker,Inventory,Working Capital,Total Assets,Current Assets,Current Liabilities,Cash And Cash Equivalents,Total Debt,Stockholders Equity,Invested Capital,Reconciled Cost Of Revenue,Operating Revenue,Ebitda,Ebit,Interest Expense,Gross Profit,Net Income,mean,count
ETV,,,1470749082.0,,,4105324.5,,1447872134.6666667,,,33061075.333333332,,,,,31922744.333333332,0.11011111111111113,36.0
ETW,,,1087117475.3333333,,,4223416.0,,1071959064.0,,,17986233.333333332,,,,,16916576.333333332,0.07216666666666666,36.0
ETWO,,20652240.333333332,3219479720.0,229912544.33333334,209260304.0,116884439.33333333,752202500.0,1855672320.3333333,2342298653.6666665,111076000.0,212780500.0,-48942403.5,-128071403.5,17546542.5,202585000.0,-118523946.0,,
ETX,,,360936583.5,,,6800171.5,126379035.0,232325297.5,358704332.5,,3680466.0,,,1122316.0,,3430303.5,0.07005555555555554,36.0
ETY,,,1946033681.3333333,,,,,1918697306.0,,,132912296.0,,,,,131456553.0,0.08758333333333332,36.0
EU,,5791942.032000001,133756770.86333333,9212227.048,3420285.0157666667,5626296.361333333,256405.3308,125527627.64333333,125637769.64,233056.03226666665,0.0,-8212022.749666668,-8445079.448666668,852.0,-233056.03226666665,-8939119.448666668,,
EUDA,,-2960778.0,13168843.0,11215422.333333334,14176200.333333334,194595.66666666666,1683632.3333333333,-1119955.3333333333,475832.3333333333,5923934.0,9753546.0,-7539357.333333333,-7807937.0,104342.33333333333,3829612.0,-7947906.0,,
EUDAW,,-2960778.0,13168843.0,11215422.333333334,14176200.333333334,194595.66666666666,1683632.3333333333,-1119955.3333333333,475832.3333333333,5923934.0,9753546.0,-7539357.333333333,-7807937.0,104342.33333333333,3829612.0,-7947906.0,,
EURN,62152666.666666664,246458000.0,3808278333.3333335,506113000.0,259655000.0,164645000.0,1560624666.6666667,2148611000.0,3664352000.0,661810000.0,828260000.0,480094000.0,184313333.33333334,70302666.66666667,166450000.0,112570666.66666667,0.17272727272727276,11.0
EVA,87275000.0,-40284000.0,2067193666.6666667,276037333.3333333,316321333.3333333,28777333.333333332,1387297000.0,191343666.66666666,1462128333.3333333,930479666.6666666,1003638666.6666666,9445000.0,-86732333.33333333,58026000.0,73159000.0,-125555333.33333333,0.8075,12.0
EVAX,,16542666.666666666,24717666.666666668,20880000.0,4337333.333333333,17061333.333333332,4655000.0,15926000.0,18982666.666666668,,0.0,-21073333.333333332,-21413333.333333332,328666.6666666667,,-20906333.333333332,,
EVBG,,261282333.33333334,1188541000.0,541937333.3333334,280655000.0,384643666.6666667,535838333.3333333,334701666.6666667,870540000.0,110726000.0,357155333.3333333,-18979666.666666668,-67155333.33333333,21714666.666666668,246429333.33333334,-83122000.0,,
EVC,,172074666.66666666,826509333.3333334,375488666.6666667,203414000.0,138315666.66666666,251133000.0,267776000.0,480549666.6666667,513776666.6666667,680642000.0,59105333.333333336,37305666.666666664,8720333.333333334,173032333.33333334,14500333.333333334,0.027083333333333338,12.0
EVCM,,66940666.666666664,1527561666.6666667,165344000.0,98403333.33333333,94217666.66666667,593635000.0,803832333.3333334,1094697333.3333333,164875000.0,463103000.0,60181000.0,-36179666.666666664,37186000.0,317928333.3333333,-67245333.33333333,,
EVER,,41136333.333333336,143058666.66666666,87689666.66666667,46553333.333333336,36185333.333333336,8450000.0,87864333.33333333,87864333.33333333,23100666.666666668,336012666.6666667,-14978666.666666666,-19735333.333333332,,366758333.3333333,-18350666.666666668,,
EVEX,,98993344.66666667,111506364.0,111042558.0,12049213.333333334,21174195.333333332,,98869293.0,98869293.0,,0.0,-34585853.333333336,-34634809.333333336,,,-67304056.33333333,,
EVF,,,349906731.6666667,,,6466015.0,74666666.66666667,200763418.33333334,275430085.0,,7031627.0,,,1680948.3333333333,,5530191.333333333,0.03477777777777778,36.0
EVG,,,245327384.0,,,1525361.3333333333,43333333.333333336,185387627.66666666,228720961.0,,-2457445.0,,,1078214.3333333333,,-2987955.6666666665,0.09027777777777779,36.0
EVGN,219333.33333333334,41427000.0,68115000.0,48821333.333333336,7394333.333333333,35844666.666666664,5679666.666666667,42542666.666666664,45914000.0,750000.0,1215000.0,-24979333.333333332,-27493000.0,1293666.6666666667,465000.0,-25935000.0,,
EVGO,12012.0,201334666.66666666,552728666.6666666,267267000.0,65932333.333333336,246329333.33333334,29937000.0,-542314666.6666666,-529260000.0,23978333.333333332,29950333.333333332,-43309666.666666664,-69471000.0,1120333.3333333333,-7359666.666666667,-11160333.333333334,,
EVGOW,12012.0,201334666.66666666,552728666.6666666,267267000.0,65932333.333333336,246329333.33333334,29937000.0,-542314666.6666666,-529260000.0,23978333.333333332,29950333.333333332,-43309666.666666664,-69471000.0,1120333.3333333333,-7359666.666666667,-11160333.333333334,,
EVGR,,193444.0,59285227.5,259446.0,66002.0,150614.0,105995.0,57206725.5,57259723.0,,0.0,-420505.0,-420505.0,,,906058.0,,
EVH,,89144666.66666667,1536150333.3333333,516554333.3333333,427409666.6666667,257827333.33333334,372122666.6666667,724216666.6666666,1030404000.0,796307000.0,1061536333.3333334,-54796333.333333336,-117698666.66666667,23107333.333333332,265016000.0,-130337000.0,,
EVLV,5296333.333333333,179479333.33333334,244109000.0,211337666.66666666,31858333.333333332,180659666.66666666,19431000.0,144191000.0,162877666.66666666,25442000.0,27791000.0,-36017000.0,-39158666.666666664,2403333.3333333335,2349000.0,-41562000.0,,
EVLVW,5296333.333333333,179479333.33333334,244109000.0,211337666.66666666,31858333.333333332,180659666.66666666,19431000.0,144191000.0,162877666.66666666,25442000.0,27791000.0,-36017000.0,-39158666.666666664,2403333.3333333335,2349000.0,-41562000.0,,
EVM,,,513776248.3333333,,,639611.0,208826476.33333334,289349162.3333333,498175638.6666667,,-293668.0,,,4923327.333333333,,-807896.0,0.03916666666666666,36.0
EVN,,,804107825.6666666,,,6251252.666666667,275683788.0,523678567.0,799362355.0,,-9043630.0,,,3133079.6666666665,,-11178274.666666666,0.04705555555555555,36.0
EVO,23067666.666666668,654258000.0,1984915000.0,944485000.0,290227000.0,512353666.6666667,503852000.0,1096441666.6666667,1442689000.0,473018333.3333333,623468666.6666666,115019000.0,46577333.333333336,10289666.666666666,150450333.33333334,15377666.666666666,,
EVOK,237130.66666666666,6989315.333333333,10619566.0,10521313.333333334,3531998.0,9019116.0,5129125.0,1475040.0,6509762.666666667,261741.33333333334,1383247.0,-9601236.333333334,-9601236.333333334,371014.6666666667,1121505.6666666667,-9972251.0,,
EVR,,,3598156000.0,,,778474333.3333334,709498333.3333334,1362709333.3333333,1737545666.6666667,,2771817333.3333335,,,18616666.666666668,,522403333.3333333,0.6533333333333332,12.0
EVRG,581366666.6666666,-1258633333.3333333,28375066666.666668,1725533333.3333333,2984166666.6666665,65433333.333333336,11174233333.333334,9153833333.333334,20328066666.666668,2848133333.3333335,5233300000.0,2187266666.6666665,1230233333.3333333,386833333.3333333,2549866666.6666665,750233333.3333334,0.5466666666666667,12.0
EVRI,38441666.666666664,91624000.0,1677024000.0,585827666.6666666,494203666.6666667,282369666.6666667,1035530666.6666666,128081000.0,1157672000.0,115535666.66666667,608859333.3333334,264681666.66666666,135149333.33333334,,493323666.6666667,63911333.333333336,,
EVT,,,2269028120.6666665,,,,447000000.0,1808620054.3333333,2255620054.3333335,,122115434.0,,,5779372.666666667,,120744661.33333333,0.15272222222222226,36.0
EVTC,,223413000.0,1116359333.3333333,394841666.6666667,171428666.66666666,222076333.33333334,485688666.6666667,425154666.6666667,888512666.6666666,256551666.66666666,572931000.0,290424000.0,215355333.33333334,24218666.666666668,316379333.3333333,168191666.66666666,0.05000000000000001,12.0
EVTL,,97116666.66666667,131150000.0,124355333.33333333,27238666.666666668,92142000.0,4144333.3333333335,22647000.0,24750000.0,36000.0,73000.0,-110577333.33333333,-111846000.0,5461000.0,37000.0,-117308333.33333333,,
EVTV,3173955.6666666665,12517135.666666666,37066738.333333336,14433920.0,1916784.3333333333,2582593.3333333335,187992.33333333334,35088228.0,35231663.0,1375900.3333333333,2212066.6666666665,-4670712.666666667,-4732443.0,2864.0,836166.3333333334,-17245260.333333332,,
EVV,,,2360764353.6666665,,,22980046.0,557666666.6666666,1456679685.0,2014346351.6666667,,53763192.666666664,,,13044849.333333334,,51497507.333333336,0.10000000000000002,36.0
EW,801500000.0,2139633333.3333333,8010733333.333333,3122500000.0,982866666.6666666,938333333.3333334,692166666.6666666,5405633333.333333,6001300000.0,1136633333.3333333,5000400000.0,1607033333.3333333,1479833333.3333333,17800000.0,3863766666.6666665,1282800000.0,,
EWBC,,,59046588000.0,,,4365977000.0,566461000.0,5697001666.666667,6156697666.666667,,1906521000.0,,,193454000.0,,856287000.0,0.33499999999999996,12.0
EWCZ,17573333.333333332,45244000.0,645457000.0,72985666.66666667,27741666.666666668,41413333.333333336,274703000.0,86129000.0,464993333.3333333,47192000.0,153211000.0,21780666.666666668,1732000.0,20729333.333333332,115953333.33333333,-2435333.3333333335,3.3,1.0
EWTX,,246323000.0,261156666.66666666,256805666.66666666,10482666.666666666,47491666.666666664,2204000.0,195893000.0,195893000.0,,0.0,-43690000.0,-44021666.666666664,,,-42525333.333333336,,
EXAI,136333.33333333334,350908000.0,456011000.0,401582666.6666667,50674666.666666664,341497000.0,7503000.0,368071333.3333333,368274333.3333333,21545000.0,21418000.0,-68627000.0,-73537666.66666667,197333.33333333334,-127000.0,-63414000.0,,
EXAS,105172666.66666667,1014726000.0,5945616333.333333,1535696000.0,520970000.0,683084000.0,2386532666.6666665,2888783666.6666665,5093583333.333333,377346666.6666667,1780919000.0,-574756000.0,-755178000.0,12868333.333333334,1318433333.3333333,-680912000.0,,
EXC,1019333333.3333334,-1879333333.3333333,119226333333.33333,11285000000.0,13164333333.333334,580666666.6666666,37974333333.333336,30574000000.0,68548333333.333336,13711000000.0,23351666666.666668,9015666666.666666,3587000000.0,1457000000.0,8188333333.333333,1946333333.3333333,0.29478733333333335,12.0
EXEL,27255000.0,1344099000.0,2608353666.6666665,1632968000.0,288869000.0,489193666.6666667,96842666.66666667,2192718333.3333335,2192718333.3333335,49018000.0,1726731333.3333333,213952000.0,199403333.33333334,,1295505333.3333333,175042000.0,,
EXFY,,85094333.33333333,160395666.66666666,136140333.33333334,51046000.0,78862000.0,63150666.666666664,47606666.666666664,108398666.66666667,49592000.0,133467333.33333333,-1993666.6666666667,-6604666.666666667,3869666.6666666665,83875333.33333333,-14092333.333333334,,
EXG,,,2702149397.3333335,,,,,2665627838.3333335,,,146546740.66666666,,,,,144293299.33333334,0.0645277777777778,36.0
EXK,21103000.0,95069666.66666667,301351000.0,137688333.33333334,42618666.666666664,82592333.33333333,12614666.666666666,237457333.33333334,249016000.0,106605333.33333333,173585000.0,45164000.0,18671333.333333332,810333.3333333334,38409333.333333336,7105000.0,,
EXLS,,268502000.0,1292293333.3333333,600072000.0,331570000.0,157512000.0,330583666.6666667,723502333.3333334,969161333.3333334,712053000.0,1164257000.0,236724666.66666666,159664000.0,9001000.0,427102000.0,115734000.0,,
EXP,248177000.0,412010333.3333333,2793117666.6666665,594211000.0,182200666.66666666,133861333.33333333,1212712333.3333333,1153463000.0,2324861666.6666665,1205854000.0,1629399000.0,546723333.3333334,422918000.0,37951000.0,423545000.0,261528333.33333334,0.23125,8.0
EXPD,,2481070333.3333335,6042622000.0,5038868666.666667,2557798333.3333335,1763538000.0,474771333.3333333,3088028000.0,3088028000.0,12559962333.333334,14393064666.666666,1635529000.0,1580326000.0,7969000.0,1833102333.3333333,1156343666.6666667,0.59,6.0
EXPE,,-1009333333.3333334,20599666666.666668,7535333333.333333,8544666666.666667,3856666666.6666665,8030333333.333333,2290666666.6666665,9585333333.333334,4585000000.0,8488000000.0,278666666.6666667,-554333333.3333334,329333333.3333333,3903000000.0,-749333333.3333334,0.34,1.0
EXPI,,125296666.66666667,345898333.3333333,262217666.66666666,136921000.0,109991333.33333333,921666.6666666666,203858666.66666666,203858666.66666666,3115025000.0,3389205333.3333335,30407333.333333332,23715666.666666668,,274180333.3333333,42597666.666666664,0.041666666666666664,6.0
EXPO,,246477333.33333334,616832333.3333334,389583666.6666667,143106333.33333334,218890000.0,17967333.333333332,366438333.3333333,366438333.3333333,,425694000.0,117818333.33333333,111006000.0,,,95361333.33333333,0.21000000000000005,12.0
EXPR,311577500.0,-68229500.0,1358955500.0,482623500.0,550853000.0,48525000.0,990376000.0,5498500.0,165913000.0,1262555000.0,1493063000.0,-157775500.0,-228435500.0,9299500.0,276780000.0,-209942500.0,,
EXR,,-406454666.6666667,10679261000.0,610557666.6666666,1017012333.3333334,91039333.33333333,6587129333.333333,2974624000.0,9319794666.666666,418035666.6666667,1619248000.0,1227949666.6666667,976403333.3333334,185885000.0,1201212333.3333333,723372000.0,1.175,12.0
EXTO,2265786666666.6665,-1103173333333.3333,16911500000000.0,5682406666666.667,6785580000000.0,2227833333333.3335,2514196666666.6665,6617016666666.667,7531100000000.0,13168633333333.334,17634100000000.0,1305423333333.3333,766388666666.6666,202685666666.66666,4543346666666.667,268208333333.33334,,
EXTR,48235000.0,12396333.333333334,1019230333.3333334,463630333.3333333,451234000.0,211762666.66666666,407503333.3333333,50069666.666666664,401605000.0,398443000.0,1023252666.6666666,53527000.0,427333.3333333333,19798333.333333332,577633333.3333334,-26879333.333333332,,
EYE,119367000.0,179438333.33333334,2305945000.0,518354000.0,338915666.6666667,303042666.6666667,1005720000.0,911198333.3333334,1489765666.6666667,868754666.6666666,1932229666.6666667,207525000.0,107739666.66666667,24800333.333333332,1059899666.6666666,68881000.0,,
EYEN,,16384169.666666666,32200743.666666668,27678569.333333332,11294399.666666666,23565732.666666668,5912339.666666667,17668355.0,23116519.333333332,800000.0,5333333.333333333,-19383382.333333332,-19591518.333333332,594952.0,4533333.333333333,-20186470.333333332,,
EYPT,3946333.3333333335,133529333.33333333,178481666.66666666,157890333.33333334,24361000.0,106378333.33333333,42182000.0,99763000.0,137871000.0,7143666.666666667,37593333.333333336,-60751666.666666664,-63373666.666666664,5314666.666666667,30151000.0,-68688333.33333333,,
EZFL,79548.66666666667,5391708.0,12109571.333333334,7989613.666666667,2597905.6666666665,5503643.0,1860772.0,8724049.666666666,10402814.333333334,8596526.666666666,8621640.666666666,-9949289.666666666,-10980619.0,400437.0,25114.0,-11381056.0,,
EZGO,724347.6666666666,15678160.333333334,36445683.333333336,25716835.666666668,10038675.333333334,3162373.0,1147192.3333333333,22675126.333333332,23822318.666666668,17971318.0,18684835.0,-2771829.3333333335,-3291620.6666666665,38536.666666666664,713517.0,-3098432.3333333335,,
EZPW,119498333.33333333,469284333.3333333,1270604000.0,616091333.3333334,146807000.0,254745666.66666666,492594333.3333333,671198666.6666666,947304666.6666666,288463333.3333333,811202333.3333334,102756666.66666667,22767000.0,18207000.0,475611000.0,-3230333.3333333335,,
F,12317666666.666666,19143666666.666668,260060000000.0,114072000000.0,94928333333.33333,23639000000.0,147652333333.33334,40817000000.0,187065333333.33334,127385000000.0,140514000000.0,12764666666.666666,6128000000.0,1578666666.6666667,13129000000.0,4892333333.333333,0.125,6.0
FA,,334067666.6666667,1845365666.6666667,436711000.0,102643333.33333333,279038333.3333333,636545000.0,1017708666.6666666,1649975000.0,380549000.0,761159000.0,212612000.0,72081500.0,17085500.0,380610000.0,40327500.0,,
FAF,,,14734100000.0,,,1297966666.6666667,2188133333.3333335,5111600000.0,7019966666.666667,,7962700000.0,,1037466666.6666666,74133333.33333333,,733366666.6666666,0.48166666666666663,12.0
FAM,,,147156792.66666666,,,4092529.3333333335,41889844.666666664,103215545.33333333,145105390.0,,-8495506.333333334,,,640322.3333333334,,-9075764.0,0.07194444444444444,36.0
FAMI,737236.6666666666,108259651.0,122553833.33333333,115194029.0,6934378.0,33633770.333333336,3899825.3333333335,114281726.33333333,117656914.33333333,50556168.0,55622431.0,2170409.6666666665,2003231.6666666667,125555.66666666667,5066263.0,1801999.6666666667,,
FANG,54000000.0,-316666666.6666667,22242000000.0,1146666666.6666667,1463333333.3333333,305000000.0,6360666666.666667,11963666666.666666,18213666666.666668,2506000000.0,6373000000.0,2443000000.0,1133000000.0,177333333.33333334,3867000000.0,683666666.6666666,1.0174999999999998,12.0
FANH,,1360520333.3333333,3137544333.3333335,2290474000.0,929953666.6666666,459192333.3333333,192409000.0,1764949000.0,1776842000.0,2041545000.0,3106957666.6666665,276188333.3333333,257588666.66666666,,1065412666.6666666,206505000.0,0.205,10.0
FARM,67255666.66666667,84252000.0,360258666.6666667,160297000.0,76045000.0,26698333.333333332,131781000.0,107206666.66666667,213092000.0,236765333.33333334,359338000.0,16769000.0,-10341333.333333334,8131000.0,122572666.66666667,-31466333.333333332,,
FARO,50187333.333333336,167894333.33333334,492893000.0,272250000.0,104355666.66666667,115144666.66666667,24236666.666666668,332603666.6666667,332603666.6666667,155936666.66666666,329115666.6666667,-5990000.0,-19862666.666666668,27500.0,173179000.0,-22030333.333333332,,
FAST,1523033333.3333333,2132100000.0,4270766666.6666665,2827000000.0,694900000.0,237333333.33333334,696333333.3333334,2979533333.3333335,3429533333.3333335,3359333333.3333335,6212933333.333333,1441300000.0,1271400000.0,11233333.333333334,2853600000.0,957000000.0,0.2892307692307693,13.0
FAT,6426000.0,-99840666.66666667,868159666.6666666,79721000.0,179561666.66666666,29756000.0,742919333.3333334,-52753666.666666664,553544666.6666666,93550333.33333333,180216000.0,2690000.0,-9530333.333333334,44152000.0,87857333.33333333,-57543666.666666664,0.1325,8.0
FATBB,6426000.0,-99840666.66666667,868159666.6666666,79721000.0,179561666.66666666,29756000.0,742919333.3333334,-52753666.666666664,553544666.6666666,93550333.33333333,180216000.0,2690000.0,-9530333.333333334,44152000.0,87857333.33333333,-57543666.666666664,0.13333333333333333,6.0
FATBP,6426000.0,-99840666.66666667,868159666.6666666,79721000.0,179561666.66666666,29756000.0,742919333.3333334,-52753666.666666664,553544666.6666666,93550333.33333333,180216000.0,2690000.0,-9530333.333333334,44152000.0,87857333.33333333,-57543666.666666664,0.1691428571428571,28.0
FATBW,6426000.0,-99840666.66666667,868159666.6666666,79721000.0,179561666.66666666,29756000.0,742919333.3333334,-52753666.666666664,553544666.6666666,93550333.33333333,180216000.0,2690000.0,-9530333.333333334,44152000.0,87857333.33333333,-57543666.666666664,,
FATE,,449636666.6666667,749824333.3333334,543269666.6666666,93633000.0,120754333.33333333,107151333.33333333,515740666.6666667,515737666.6666667,,61193333.333333336,-210256666.66666666,-217821666.66666666,0.0,,-222419666.66666666,,
FATH,11736000.0,5934666.666666667,714556000.0,50686333.333333336,44751666.666666664,13086000.0,138018333.33333334,168853333.33333334,302386000.0,72310000.0,123262000.0,-356946333.3333333,-373027333.3333333,8571000.0,45940333.333333336,-165516000.0,,
FAX,,,1443128845.3333333,,,7335629.0,393333333.3333333,981054478.0,1374387811.3333333,,-78503328.66666667,,,14841293.666666666,,-85667439.0,0.028,36.0
FAZE,21666.666666666668,8340333.333333333,38276666.666666664,34043333.333333336,25703000.0,19552000.0,36822333.333333336,-44211333.333333336,-8246333.333333333,42623000.0,53342333.333333336,-71836666.66666667,-73482333.33333333,4576666.666666667,11071666.666666666,-78059000.0,,
FAZEW,21666.666666666668,8340333.333333333,38276666.666666664,34043333.333333336,25703000.0,19552000.0,36822333.333333336,-44211333.333333336,-8246333.333333333,42623000.0,53342333.333333336,-71836666.66666667,-73482333.33333333,4576666.666666667,11071666.666666666,-78059000.0,,
FBIN,926000000.0,850833333.3333334,7138600000.0,2471133333.3333335,1620300000.0,495733333.3333333,2766733333.3333335,2642400000.0,5294233333.333333,2454266666.6666665,4381800000.0,908066666.6666666,726666666.6666666,95766666.66666667,1785766666.6666667,670733333.3333334,0.22222200000000003,12.0
FBIO,8475000.0,187509000.0,341405666.6666667,281014666.6666667,93505666.66666667,239120333.33333334,97132333.33333333,83577666.66666667,156757000.0,25817666.666666668,62486333.333333336,-142560666.66666666,-149717000.0,10505000.0,37560000.0,-65934666.666666664,,
FBIOP,8475000.0,187509000.0,341405666.6666667,281014666.6666667,93505666.66666667,239120333.33333334,97132333.33333333,83577666.66666667,156757000.0,25817666.666666668,62486333.333333336,-142560666.66666666,-149717000.0,10505000.0,37560000.0,-65934666.666666664,0.22022580645161297,31.0
FBIZ,,,2732451000.0,,,72233666.66666667,440510333.3333333,233074666.66666666,662265333.3333334,,114076000.0,,,17130000.0,,31197000.0,0.18099999999999997,12.0
FBK,,,12217590666.666666,,,1227638000.0,340400000.0,1349772000.0,1633069333.3333333,,556680000.0,,,51933666.666666664,,126153666.66666667,0.10999999999999999,12.0
FBLG,,-2869000.0,2646000.0,1546500.0,4415500.0,1336500.0,4412000.0,-2643000.0,732500.0,,0.0,-2975500.0,-3022500.0,329000.0,,-3351500.0,,
FBMS,,,5897297000.0,,,542527333.3333334,234472666.66666666,655883333.3333334,882247333.3333334,,194619000.0,,,22974000.0,,59863666.666666664,0.145,12.0
FBNC,,,9474567000.0,,,366256666.6666667,93439000.0,1051864000.0,1125819333.3333333,,337437666.6666667,,,15062666.666666666,,108019000.0,0.20000000000000004,12.0
FBP,,,19404276666.666668,,,1484339000.0,622095333.3333334,1900828666.6666667,2510889333.3333335,,793764333.3333334,,,74920000.0,,229456666.66666666,0.08083333333333333,12.0
FBRT,,4350449333.333333,6289354333.333333,6011608666.666667,1661159333.3333333,138771333.33333334,4722851000.0,1355687000.0,5667090333.333333,95669000.0,257726666.66666666,97061000.0,93811666.66666667,,162084000.0,31626333.333333332,0.34099999999999997,5.0
FBRT-PE,,4350449333.333333,6289354333.333333,6011608666.666667,1661159333.3333333,138771333.33333334,4722851000.0,1355687000.0,5667090333.333333,95669000.0,257726666.66666666,97061000.0,93811666.66666667,,162084000.0,31626333.333333332,0.46875,5.0
FBRX,,45577666.666666664,48847333.333333336,47976333.333333336,2398666.6666666665,47303000.0,,46448666.666666664,46448666.666666664,,0.0,-16505666.666666666,-16535666.666666666,,,-27358000.0,,
FBYD,508500.0,95500.0,93385500.0,12231500.0,12136000.0,5728500.0,37891500.0,0.0,85194500.0,7697500.0,10777500.0,-11886500.0,-12547000.0,900000.0,3313000.0,-13447000.0,,
FBYDW,508500.0,95500.0,93385500.0,12231500.0,12136000.0,5728500.0,37891500.0,0.0,85194500.0,7697500.0,10777500.0,-11886500.0,-12547000.0,900000.0,3313000.0,-13447000.0,,
FC,2999000.0,464000.0,238082000.0,131418333.33333333,130954333.33333333,45023666.666666664,31256666.666666668,74043333.33333333,91347666.66666667,54344666.666666664,228488333.33333334,23303000.0,11675666.666666666,2030666.6666666667,173394666.66666666,7539333.333333333,,
FCAP,,,1108518000.0,,,35517333.333333336,,103208333.33333333,,,38270666.666666664,,,1427666.6666666667,,11152333.333333334,0.25333333333333324,12.0
FCBC,,,3113742333.3333335,,,58806000.0,,425496666.6666667,,,134590666.66666666,,,3318666.6666666665,,44585333.333333336,0.26333333333333336,12.0
FCCO,,,1550945333.3333333,,,57138333.333333336,34596000.0,131898666.66666667,163529333.33333334,,53469000.0,,,3056666.6666666665,,13392333.333333334,0.1233333333333333,12.0
FCEL,69651333.33333333,386726000.0,779501000.0,452549000.0,65823000.0,346711666.6666667,128300666.66666667,566983000.0,626058000.0,107959666.66666667,90313333.33333333,-82307666.66666667,-102482000.0,9683666.666666666,-17646333.333333332,-110961333.33333333,,
FCF,,,9472954333.333334,,,302065666.6666667,293916000.0,1076687666.6666667,1364693333.3333333,,386324666.6666667,,,21989000.0,,113295000.0,0.11416666666666668,12.0
FCFS,247334000.0,663481000.0,3371172000.0,961528333.3333334,298047333.3333333,101075333.33333333,1385607333.3333333,1657236000.0,2751742000.0,865997666.6666666,2019730333.3333333,441478666.6666667,255424000.0,44146000.0,1031625666.6666666,161661000.0,0.2925,12.0
FCN,,617519333.3333334,3039893000.0,1336778666.6666667,719259333.3333334,427042000.0,541078000.0,1555074333.3333333,1854561333.3333333,1850455666.6666667,2755468333.3333335,347323000.0,302762666.6666667,16715333.333333334,870736666.6666666,227054000.0,,
FCNCA,,,72521560000.0,,,5119349333.333333,3001387666.6666665,6209756000.0,8567728666.666667,,2733000000.0,,,208000000.0,,712333333.3333334,0.4758333333333333,12.0
FCNCO,,,72521560000.0,,,5119349333.333333,3001387666.6666665,6209756000.0,8567728666.666667,,2733000000.0,,,208000000.0,,712333333.3333334,0.352,4.0
FCNCP,,,72521560000.0,,,5119349333.333333,3001387666.6666665,6209756000.0,8567728666.666667,,2733000000.0,,,208000000.0,,712333333.3333334,0.33599999999999997,10.0
FCO,,,73890034.66666667,,,1087879.6666666667,19850000.0,52197496.333333336,72047496.33333333,,-4283062.0,,,382679.0,,-5002811.0,0.06999999999999999,36.0
FCPT,3664666.6666666665,-18156333.333333332,1923248666.6666667,23919333.333333332,42075666.666666664,14553333.333333334,881254000.0,979721666.6666666,1855370333.3333333,28334666.666666668,197838666.66666666,155030333.33333334,119787000.0,32730333.333333332,169504000.0,86895000.0,0.32030769230769235,13.0
FCT,,,461615581.6666667,,,553798.3333333334,123690841.66666667,318533671.0,442224512.6666667,,6869005.333333333,,,2176209.3333333335,,6142641.333333333,0.08691666666666666,36.0
FCUV,56385.666666666664,4181186.6666666665,9646046.0,5009933.333333333,828746.6666666666,4535138.666666667,451014.3333333333,8561379.333333334,8746515.0,954457.6666666666,1155677.3333333333,-3422317.6666666665,-3585064.3333333335,20880.5,201219.66666666666,-3561675.6666666665,,
FCX,4523333333.333333,8030666666.666667,47086333333.333336,13248666666.666666,5218000000.0,6623666666.666667,10220000000.0,13236333333.333334,23163333333.333332,13591333333.333334,19941000000.0,7825333333.333333,5977000000.0,586666666.6666666,6349666666.666667,2791000000.0,0.109375,8.0
FDBC,,,2165662000.0,,,65104666.666666664,21842666.666666668,180449666.66666666,192509333.33333334,,73003333.33333333,,,5116000.0,,22354666.666666668,0.31,12.0
FDMT,,236878000.0,301221333.3333333,253149000.0,16271000.0,160692666.66666666,10857333.333333334,268943666.6666667,268943666.6666667,,11593000.0,-76562000.0,-79343000.0,,,-78501333.33333333,,
FDP,593166666.6666666,519700000.0,3373433333.3333335,1116700000.0,597000000.0,16600000.0,708166666.6666666,1811666666.6666667,2351466666.6666665,4000566666.6666665,4298866666.666667,200233333.33333334,105466666.66666667,21800000.0,298300000.0,75933333.33333333,0.11666666666666665,12.0
FDS,,538523333.3333334,2774211000.0,881951666.6666666,343428333.3333333,590247666.6666666,1320667000.0,1081378666.6666667,2125149666.6666667,784317333.3333334,1643149333.3333333,576635666.6666666,464023666.6666667,17908666.666666668,858832000.0,389815000.0,0.8125,12.0
FDUS,,,902961666.6666666,,,118691666.66666667,406463333.3333333,459622333.3333333,866085666.6666666,,74830000.0,,,16972333.333333332,,61050666.666666664,0.4108333333333334,12.0
FDX,598666666.6666666,6350000000.0,80769333333.33333,19109333333.333332,12759333333.333334,6288333333.333333,36592333333.333336,22467333333.333332,43023333333.333336,65074333333.333336,82229333333.33333,8923666666.666666,5131000000.0,718000000.0,17155000000.0,3447666666.6666665,0.8083333333333335,12.0
FE,332666666.6666667,-1337333333.3333333,45334666666.666664,3122000000.0,4459333333.333333,1118666666.6666667,23328333333.333332,8692666666.666666,32012000000.0,3626333333.3333335,10899000000.0,3815666666.6666665,2378000000.0,1002333333.3333334,7757666666.666667,922666666.6666666,0.38999999999999996,12.0
FEAM,,32236000.0,67747500.0,36766500.0,4530500.0,35934000.0,435000.0,62495500.0,62635000.0,,0.0,-42843500.0,-42977500.0,5500.0,,-42983000.0,,
FEBO,18756666.666666668,30593000.0,92991666.66666667,77855333.33333333,47262333.333333336,7048000.0,25561333.333333332,37512333.333333336,49536333.333333336,107701000.0,128683000.0,13238000.0,7533333.333333333,1517666.6666666667,23089333.333333332,4600666.666666667,,
